X,Y,OBJECTID,Station_Name,Station_Id,Fuel_Type,facility_type,Access_Hours,Current_Status,Accessability,Access_Details,Restricted_Access,Payment_Methods,Date_Last_Confirmed,Date_Last_Update,Open_Date,Availability_Date,Zipcode_Route,Address,City,Zipcode,State,Country,Latitude,Longitude,Directions,Federal_Owner,Phone_Number,Ownership_Type,EV_Network_Id,EV_Network,EV_Level1_EVSE_Ports,EV_Level2_EVSE_Ports,EV_DC_Fast_Ports,Total_Level2_DCFC_Ports,EV_Other_EVSE_Ports,EV_Connector_Types,EV_Network_Link,EV_Pricing,EV_Renewable_Source,Geocode_Status
-122.396176000324,47.2757149998352,1744,TAC PW FAC MGT FIRE STN 05 01,256217,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:35:39+00,2023/03/11 00:00:00+00,,,3520 East 11th St Fire Station 05,Tacoma,98421,WA,US,47.275715,-122.396176,,,888-758-4389,,USCPIL5680091,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.376395999677,47.6874789996992,1745,Arrive Noba Apartments,256432,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:04:05+00,2012/02/08 00:00:00+00,,,8022 15th Avenue Northwest,Seattle,98117,WA,US,47.687479,-122.376396,,,800-663-5633,,7167,SemaCharge Network,0,1,0,1,,J1772,https://semaconnect.com/,,,GPS
-122.462677999635,47.2096050001433,1746,Evergreen Shopping Center - Tesla Supercharger,256577,ELEC,SHOPPING_CENTER,24 hours daily,E,Public,,False,"American Express, Discover, Debit, MasterCard, Visa",2023/07/01 00:00:00+00,2023/07/14 19:41:28+00,2023/03/16 00:00:00+00,,,5219  Tacoma Mall Boulevard,Tacoma,98409,WA,US,47.209605,-122.462678,,,877-798-3752,P,19205,Tesla,0,0,12,12,,Tesla,https://www.tesla.com/supercharger,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",,GPS
-122.176711999673,47.8591960001653,1747,Silver Lake Water and Sewer District HQ Public Chargers,256681,ELEC,,24 hours daily,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:02:00+00,2023/01/10 00:00:00+00,,,15205 41st Ave SE,Bothell,98012,WA,US,47.859196,-122.176712,,,800-663-5633,,6917,SemaCharge Network,0,1,0,1,,J1772,https://semaconnect.com/,,,GPS
-122.582577000294,47.3299720000058,1748,MP4 MP4,256697,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:01+00,2023/03/18 00:00:00+00,,,3220 Rosedale St NW,Gig Harbor,98335,WA,US,47.329972,-122.582577,,,888-758-4389,,USCPIL13485471,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.477683999825,48.7153370002171,1749,Fairhaven Parkway,256714,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:13:20+00,2023/03/18 00:00:00+00,,,3105 Old Fairhaven Pkwy,Bellingham,98225,WA,US,48.715337,-122.477684,,,888-356-8911,,Post: AUK-00764,FLO,0,0,2,2,,"CHAdeMO, CCS",https://flo.ca/,,,GPS
-122.67698000039,47.55592799985,1750,HEARTLANDTOYOTA CT4020,257088,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:52:28+00,2023/03/25 00:00:00+00,,,901 W Hills Blvd,Bremerton,98312,WA,US,47.555928,-122.67698,,,888-758-4389,,USCPIL13415221,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.335525999575,47.3182919997878,1751,LAKEHAVEN W&S 2,257334,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:15+00,2023/03/30 00:00:00+00,,,31627 1st Ave S,Federal Way,98003,WA,US,47.318292,-122.335526,,,888-758-4389,,USCPIL13508971,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.335580000002,47.3183359999348,1752,LAKEHAVEN W&S 1,257335,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:15+00,2023/03/30 00:00:00+00,,,31627 1st Ave S,Federal Way,98003,WA,US,47.318336,-122.33558,,,888-758-4389,,USCPIL13508991,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.205253999617,47.6553269997928,1753,P-5000 Garage at Carillon Point,257460,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:00:52+00,2023/03/30 00:00:00+00,,,5000 Carillon Point,Kirkland,98033,WA,US,47.655327,-122.205254,,,888-998-2546,,465ba1dd-d734-8158-93cc-330000197387,Blink Network,0,1,0,1,,J1772,http://www.blinkcharging.com/,,,GPS
-122.675314000135,47.6579570001912,1754,St. Michael Medical Center - North Parking Lot,257471,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:01:52+00,2023/03/30 00:00:00+00,,,1800 NW Myhre Rd,Silverdale,98383,WA,US,47.657957,-122.675314,,,888-998-2546,,465ba1dd-d734-8158-93cc-330000550950,Blink Network,0,1,0,1,,J1772,http://www.blinkcharging.com/,,,GPS
-122.292929000018,47.4181610002013,1755,Abbey Ridge Apartments,257499,ELEC,,,E,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:11:05+00,2023/03/30 00:00:00+00,,,3035 S 204th St.,Seatac,98198,WA,US,47.418161,-122.292929,,,888-998-2546,,465ba1dd-d734-8158-93cc-330000762254,Blink Network,0,2,0,2,,J1772,http://www.blinkcharging.com/,,,GPS
-118.371025000199,46.037685000128,1756,BESTMED UC STATION 2,257568,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:52:13+00,2023/03/31 00:00:00+00,,,1225 SE Scenic View Dr,College Place,99324,WA,US,46.037685,-118.371025,,,888-758-4389,,USCPIL13394071,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-120.537756000145,47.0191580001647,1757,HORIZON REALTY VERGE APTS 1,257578,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:31+00,2023/03/31 00:00:00+00,,,2420 Airport Rd,Ellensburg,98926,WA,US,47.019158,-120.537756,,,888-758-4389,,USCPIL13550561,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.192456000005,47.617102999739,1758,The Bravern,257722,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:13:20+00,2023/03/31 00:00:00+00,,,11111 NE 8th St,Bellevue,98004,WA,US,47.617103,-122.192456,,,888-356-8911,,Post: AUB-20072,FLO,0,3,0,3,,J1772,https://flo.ca/,,,GPS
-122.190603999977,47.6201629999933,1759,112th at 12th Office Building,257723,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:13:20+00,2023/03/31 00:00:00+00,,,1100 112th Ave NE,Bellevue,98004,WA,US,47.620163,-122.190604,,,888-356-8911,,Post: AUB-20068,FLO,0,3,0,3,,J1772,https://flo.ca/,,,GPS
-121.485080000179,45.7281200002121,1760,White Salmon Fire Hall,257738,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:05:54+00,2023/03/31 00:00:00+00,,,119 NE Church,White Salmon,98672,WA,US,45.72812,-121.48508,,,855-885-9571,,440,OpConnect,0,2,0,2,,J1772,http://www.opconnect.com/,,,GPS
-122.206667000151,47.1966669998571,1761,WinCo Foods - Sumner #74,257755,ELEC,,24 hours daily,E,Public,,,,2023/08/06 00:00:00+00,2023/08/06 23:57:02+00,2023/03/31 00:00:00+00,,,6621 Wahl Rd East,Sumner,98390,WA,US,47.196667,-122.206667,,,877-455-3833,,48750,eVgo Network,0,0,6,6,,"CHAdeMO, CCS",https://www.evgo.com/,,,GPS
-118.370917000244,46.0376400000974,1762,BESTMED UC STATION 1,257898,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:09+00,2023/04/05 00:00:00+00,,,1225 SE Scenic View Dr,College Place,99324,WA,US,46.03764,-118.370917,,,888-758-4389,,USCPIL13501981,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.348035000381,47.6192800001208,1763,Komo Plaza Garage,258146,ELEC,PUBLIC,"Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 8:00am - 9:00pm",E,Public,,,"American Express, Discover, MasterCard, Visa",2023/08/07 00:00:00+00,2023/08/07 01:12:45+00,2023/04/06 00:00:00+00,,,140 4th Ave N.,Seattle,98109,WA,US,47.61928,-122.348035,,,855-223-5351,,51945,FLASH,0,8,0,8,,J1772,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,GPS
-122.459055999596,48.7595809999725,1764,GARAGE NEVADA 1,258236,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:27+00,2023/04/07 00:00:00+00,,,2200 Nevada St,Bellingham,98229,WA,US,48.759581,-122.459056,,,888-758-4389,,USCPIL13541151,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.356564000049,47.6222559997396,1765,ARTIX ARTIX 1,258947,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:52:23+00,2023/04/11 00:00:00+00,,,400 Queen Anne Ave N,Seattle,98109,WA,US,47.622256,-122.356564,,,888-758-4389,,USCPIL13402271,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.346954999932,47.6539509998209,1766,Eclipse Fremont,258976,ELEC,,,T,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:11:02+00,2022/04/29 00:00:00+00,2023/06/16 00:00:00+00,,"909 N 39th St,",Seattle,98103,WA,US,47.653951,-122.346955,,,800-663-5633,,7235,SemaCharge Network,0,4,0,4,,J1772,https://semaconnect.com/,,,GPS
-122.336021000043,47.6200850002937,1767,AMZ SEA29 - 6,258980,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:11:52+00,2023/04/12 00:00:00+00,,,207 Boren Ave N,Seattle,98109,WA,US,47.620085,-122.336021,,,888-758-4389,,USCPIL338081,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.356521000391,47.6222559997396,1768,ARTIX ARTIX 2,258983,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:52:23+00,2023/04/12 00:00:00+00,,,400 Queen Anne Ave N,Seattle,98109,WA,US,47.622256,-122.356521,,,888-758-4389,,USCPIL13402221,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.141919999885,47.5820530000852,1769,MICHAELSTOB MICHAELS'S TOYO,258984,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:52:33+00,2023/04/12 00:00:00+00,,,3080 150th Ave SE,Bellevue,98007,WA,US,47.582053,-122.14192,,,888-758-4389,,USCPIL13427961,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-120.507769999704,46.6062360001735,1770,Lincoln Conoco,259045,ELEC,,,E,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:10:52+00,2023/04/12 00:00:00+00,,,301 N 1st Street,Yakima,98901,WA,US,46.606236,-120.50777,,,888-998-2546,,b0d38425-0405-4b64-ae4f-cce2f7da8020,Blink Network,0,0,1,1,,CCS,http://www.blinkcharging.com/,,,GPS
-120.541452999629,46.5842129999979,1771,H2S YAKIMA HOME2 ONE,259048,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:20:14+00,2023/04/13 00:00:00+00,,,2420 W Nob Hill Blvd,Yakima,98902,WA,US,46.584213,-120.541453,,,888-758-4389,,USCPIL1828321,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-120.541404999948,46.5840699998526,1772,H2S YAKIMA HOME2 TWO,259049,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:20:14+00,2023/04/13 00:00:00+00,,,2420 W Nob Hill Blvd,Yakima,98902,WA,US,46.58407,-120.541405,,,888-758-4389,,USCPIL1828331,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-117.411732000033,47.7368380002372,1773,8701 N Division St,259285,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:55+00,2023/04/13 00:00:00+00,,,8701 N Division St,Spokane,99218,WA,US,47.736838,-117.411732,,,866-816-7584,,a30bc6fc-e9fe-4e53-b356-f81614be8f3b,EV Connect,0,2,0,2,,J1772,http://evconnect.com/,,,GPS
-122.200551000203,47.619687000077,1774,AMZ SEA107-4,259515,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:45:19+00,2023/04/18 00:00:00+00,,,10450 NE 10th ST,Bellevue,98004,WA,US,47.619687,-122.200551,,,888-758-4389,,USCPIL12714311,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.200531999936,47.6197440001631,1775,AMZ SEA107-5,259516,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:45:19+00,2023/04/18 00:00:00+00,,,10450 NE 10th St,Bellevue,98004,WA,US,47.619744,-122.200532,,,888-758-4389,,USCPIL12714341,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.20052000024,47.6197400001803,1776,AMZ SEA107-2,259517,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:45:19+00,2023/04/18 00:00:00+00,,,10450 NE 10th St,Bellevue,98004,WA,US,47.61974,-122.20052,,,888-758-4389,,USCPIL12714351,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.200522999715,47.6196790001025,1777,AMZ SEA107-1,259518,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:45:25+00,2023/04/18 00:00:00+00,,,10450 NE 10th St,Bellevue,98004,WA,US,47.619679,-122.200523,,,888-758-4389,,USCPIL12726671,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.200473000385,47.6197149999784,1778,AMZ SEA107-3,259519,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:45:25+00,2023/04/18 00:00:00+00,,,10450 NE 10th St,Bellevue,98004,WA,US,47.619715,-122.200473,,,888-758-4389,,USCPIL12726881,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-123.403249999685,48.1055600002228,1779,Ruddell Auto,259583,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:13:20+00,2023/04/19 00:00:00+00,,,110 S Golf Course Rd,Port Angeles,98362,WA,US,48.10556,-123.40325,,,888-356-8911,,Post: AUL-00917,FLO,0,0,1,1,,"CHAdeMO, CCS",https://flo.ca/,,,GPS
-117.179479999815,46.7111100001201,1780,P1FCU,259585,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:05:55+00,2023/04/19 00:00:00+00,,,745 SE Fairmount Dr.,Pullman,99163,WA,US,46.71111,-117.17948,,,855-885-9571,,450,OpConnect,0,3,0,3,,J1772,http://www.opconnect.com/,,,GPS
-122.2446099998,47.4741999997343,1781,AMZ MONSTER #1,259603,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:21:46+00,2023/04/20 00:00:00+00,,,1167 Monster Rd SW,Renton,98057,WA,US,47.4742,-122.24461,,,888-758-4389,,USCPIL1912131,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.195756999653,47.6133919998024,1782,AMZ SEA104-4,259604,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:39:41+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613392,-122.195757,,,888-758-4389,,USCPIL9422081,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195727000414,47.6133919998024,1783,AMZ SEA104-6,259605,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:41:55+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613392,-122.195727,,,888-758-4389,,USCPIL11765041,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195810000255,47.6133909999881,1784,AMZ SEA104-1,259606,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:41:55+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613391,-122.19581,,,888-758-4389,,USCPIL11765061,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195786999791,47.6133889997537,1785,AMZ SEA104-10,259607,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:41:55+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613389,-122.195787,,,888-758-4389,,USCPIL11765091,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195743000308,47.6133909999881,1786,AMZ SEA104-7,259608,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:41:55+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613391,-122.195743,,,888-758-4389,,USCPIL11765121,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195775000095,47.6133900001737,1787,AMZ SEA104-2,259609,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:41:55+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.61339,-122.195775,,,888-758-4389,,USCPIL11765141,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195765000049,47.6133919998024,1788,AMZ SEA104-8,259610,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:41:55+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613392,-122.195765,,,888-758-4389,,USCPIL11765151,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195821999951,47.6133909999881,1789,AMZ SEA104-5,259611,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:41:56+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613391,-122.195822,,,888-758-4389,,USCPIL11765161,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195792999638,47.6133900001737,1790,AMZ SEA104-3,259612,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:42:12+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.61339,-122.195793,,,888-758-4389,,USCPIL11974581,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.195781999768,47.6133909999881,1791,AMZ SEA104-9,259613,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:42:12+00,2023/04/20 00:00:00+00,,,320 108th Ave NE,Bellevue,98004,WA,US,47.613391,-122.195782,,,888-758-4389,,USCPIL11974601,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.103557999938,47.6739660001033,1792,"Hampton Inn & Suites - Redmond, WA",259707,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:06:29+00,2023/04/21 00:00:00+00,,,17770 NE 78th Place,Redmond,98052,WA,US,47.673966,-122.103558,,,866-816-7584,,78ce19e3-1d44-478f-966c-2bcd222bb6d4,EV Connect,0,4,0,4,,J1772,http://evconnect.com/,,,GPS
-122.325740999732,45.5630019999103,1793,PORTCW BLDG 20 #2,259830,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:43+00,2023/04/25 00:00:00+00,,,4035 Grant St,Washougal,98671,WA,US,45.563002,-122.325741,,,888-758-4389,,USCPIL13567111,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.325633999602,45.5630400000045,1794,PORTCW BLDG 20 #1,259831,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:53:46+00,2023/04/25 00:00:00+00,,,4035 Grant St,Washougal,98671,WA,US,45.56304,-122.325634,,,888-758-4389,,USCPIL13570311,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.326083999863,45.562603999895,1795,PORTCW BLDG 20 #6,259832,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:54:10+00,2023/04/25 00:00:00+00,,,4035 Grant St,Washougal,98671,WA,US,45.562604,-122.326084,,,888-758-4389,,USCPIL13619891,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.325965999863,45.5625670001454,1796,PORTCW BLDG 20 #4,259833,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:54:11+00,2023/04/25 00:00:00+00,,,4035 Grant St,Washougal,98671,WA,US,45.562567,-122.325966,,,888-758-4389,,USCPIL13619951,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.325580000073,45.5630400000045,1797,PORTCW BLDG 20 #3,259834,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:54:11+00,2023/04/25 00:00:00+00,,,4035 Grant St,Washougal,98671,WA,US,45.56304,-122.32558,,,888-758-4389,,USCPIL13619961,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-122.520450000335,47.6262400000476,1798,Bainbridge Town Square - ZEV Co-Op Public,259914,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:05:56+00,2023/04/26 00:00:00+00,,,280 Madison Ave N,Bainbridge Island,98110,WA,US,47.62624,-122.52045,,,855-885-9571,,457,OpConnect,0,2,0,2,,J1772,http://www.opconnect.com/,,,GPS
-119.18245300042,46.2724319997805,1799,Yokes Grocery - Tesla Supercharger,259987,ELEC,GROCERY,24 hours daily,E,Public,,False,"American Express, Discover, Debit, MasterCard, Visa",2023/07/01 00:00:00+00,2023/07/14 19:41:28+00,2023/04/27 00:00:00+00,,,4905 North Road 68,Pasco,99301,WA,US,46.272432,-119.182453,,,877-798-3752,P,19167,Tesla,0,0,8,8,,Tesla,https://www.tesla.com/supercharger,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",,GPS
-122.492361999952,48.7914870001952,1800,CFC Cordata,260001,ELEC,,24 hours daily,T,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:09:53+00,2013/08/14 00:00:00+00,2023/04/27 00:00:00+00,,315 Westerly Road,Bellingham,98226,WA,US,48.791487,-122.492362,,,800-663-5633,,554,SemaCharge Network,0,2,0,2,,J1772,https://semaconnect.com/,,,GPS
-122.325816000075,45.5629070001913,1801,PORTCW BLDG 20 #5,260030,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:54:11+00,2023/04/28 00:00:00+00,,,4035 Grant St,Washougal,98671,WA,US,45.562907,-122.325816,,,888-758-4389,,USCPIL13619901,ChargePoint Network,0,1,0,1,,J1772,http://www.chargepoint.com/,,,GPS
-117.423608000279,47.6601339997721,1802,River Park Square Parking,260060,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:54+00,2023/04/28 00:00:00+00,,,777 W Spokane Falls Blvd,Spokane,99201,WA,US,47.660134,-117.423608,,,866-816-7584,,15294bb6-c48b-482d-b37c-c11c332e18d8,EV Connect,0,4,0,4,,J1772,http://evconnect.com/,,,GPS
-122.033704000026,47.5272789997911,1803,ISSAQUAH COI COMMCENTER,260116,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:54:20+00,2023/04/29 00:00:00+00,,,301 Rainier Blvd S,Issaquah,98027,WA,US,47.527279,-122.033704,,,888-758-4389,,USCPIL13643551,ChargePoint Network,0,2,0,2,,J1772,http://www.chargepoint.com/,,,GPS
-122.184240000331,47.7064210001283,1804,Lifebridge-Uplund Kirkland -  East Building,260166,ELEC,,,E,Public,,,,2023/06/20 00:00:00+00,2023/06/20 00:11:28+00,2023/05/01 00:00:00+00,,,11725 NE 117th Ct,Kirkland,98034,WA,US,47.706421,-122.18424,,,888-998-2546,,c97b8a11-ec2e-4cff-b1b2-dd0622736c4b,Blink Network,0,15,0,15,,J1772,http://www.blinkcharging.com/,,,GPS
-122.234481999824,47.7058010000666,1805,Lifebridge-Uplund Kirkland - West Building,260167,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:01:13+00,2023/05/01 00:00:00+00,,,11725 NE 117th Ct,Kirkland,98034,WA,US,47.705801,-122.234482,,,888-998-2546,,09a07640-890c-4d6b-91fd-5a50f15ad4da,Blink Network,0,14,0,14,,J1772,http://www.blinkcharging.com/,,,GPS
-122.128451999903,47.6303950001311,1806,KORE Bellevue Technology Center,260214,ELEC,,,E,Public,,,,2023/06/21 00:00:00+00,2023/06/21 00:02:00+00,2020/07/21 00:00:00+00,,,2125 158th Court NE Suite 110,Bellevue,98008,WA,US,47.630395,-122.128452,,,800-663-5633,,4801,SemaCharge Network,0,3,0,3,,J1772,https://semaconnect.com/,,,GPS
-122.930397000405,47.0319360001825,1807,HANSON MOTORS HM1 QUICKCHARGE,260270,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:54:22+00,2023/05/04 00:00:00+00,,,2300 Carriage Loop SW,Olympia,98502,WA,US,47.031936,-122.930397,,,888-758-4389,,USCPIL13650161,ChargePoint Network,0,0,1,1,,"CHAdeMO, CCS",http://www.chargepoint.com/,,,GPS
-122.930763999927,47.0317359999303,1808,HANSON MOTORS HM3 QUICKCHARGE,260271,ELEC,,24 hours daily,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 00:54:22+00,2023/05/04 00:00:00+00,,,2300 Carriage Loop SW,Olympia,98502,WA,US,47.031736,-122.930764,,,888-758-4389,,USCPIL13650191,ChargePoint Network,0,0,1,1,,"CHAdeMO, CCS",http://www.chargepoint.com/,,,GPS
-120.54784700031,46.9965140002107,1809,UNIVERSITY AUTO CENTER,260344,ELEC,,,T,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:57+00,2023/05/05 00:00:00+00,2023/05/05 00:00:00+00,,1817 STATE ROUTE 97,ELLENSBURG,98926,WA,US,46.996514,-120.547847,,,866-816-7584,,5819cac9-251d-4fef-beb5-cd335476c916,EV Connect,0,1,0,1,,J1772,http://evconnect.com/,,,GPS
-122.89419999958,47.0284259997623,1810,Courtyard by Marriott Olympia,260466,ELEC,,,E,Public,,,,2023/08/07 00:00:00+00,2023/08/07 01:07:47+00,2023/05/06 00:00:00+00,,,2301 Henderson Park Ln SE,Olympia,98501,WA,US,47.028426,-122.8942,,,866-816-7584,,57113bc1-b278-4c4c-90a5-13603447788a,EV Connect,0,6,0,6,,J1772,http://evconnect.com/,,,GPS
